T=2.26900e+00  B=0.00000e+00  Ns=40000  E_exact=-1.41511e+00  M_exact=3.76889e-01
     E           M        
-1.38240e+00  3.39700e-01
-1.38850e+00  3.43450e-01
-1.39590e+00  3.79900e-01
-1.39530e+00  4.13450e-01
-1.42550e+00  4.28600e-01
-1.40570e+00  4.53350e-01
-1.40670e+00  4.45400e-01
-1.41790e+00  4.31250e-01
-1.41590e+00  4.50450e-01
-1.42060e+00  4.39650e-01
-1.42320e+00  4.51350e-01
-1.40970e+00  4.16300e-01
-1.40280e+00  4.20550e-01
-1.40160e+00  4.17500e-01
-1.39800e+00  3.98200e-01
-1.40560e+00  3.99200e-01
-1.40680e+00  4.02250e-01
-1.41270e+00  4.03400e-01
-1.40020e+00  4.03300e-01
-1.42050e+00  4.03050e-01
-1.43080e+00  3.83550e-01
-1.40860e+00  3.77800e-01
-1.40820e+00  3.40100e-01
-1.40590e+00  3.02250e-01
-1.39830e+00  3.28000e-01
-1.43070e+00  3.30400e-01
-1.40720e+00  3.41850e-01
-1.41120e+00  3.31800e-01
-1.43060e+00  3.24850e-01
-1.44460e+00  3.36050e-01
-1.41500e+00  3.67650e-01
-1.41930e+00  3.95750e-01
-1.40740e+00  3.67200e-01
-1.41680e+00  3.39750e-01
-1.40400e+00  3.34050e-01
-1.39540e+00  3.38050e-01
-1.42500e+00  3.59050e-01
-1.42700e+00  3.35750e-01
-1.40650e+00  3.12750e-01
-1.39100e+00  3.12150e-01
-1.43090e+00  3.24200e-01
-1.42680e+00  3.14150e-01
-1.40840e+00  3.23550e-01
-1.42610e+00  3.44100e-01
-1.42490e+00  3.47100e-01
-1.42310e+00  3.40400e-01
-1.42090e+00  3.74900e-01
-1.42610e+00  3.53150e-01
-1.41790e+00  3.35150e-01
-1.39370e+00  2.96800e-01
-1.40220e+00  3.36000e-01
-1.40230e+00  3.80450e-01
-1.38790e+00  3.52700e-01
-1.40050e+00  3.66950e-01
-1.40360e+00  3.97300e-01
-1.41900e+00  4.10850e-01
-1.40860e+00  4.19050e-01
-1.42430e+00  4.43900e-01
-1.41060e+00  4.29900e-01
-1.41620e+00  4.31900e-01
-1.42060e+00  4.12150e-01
-1.41780e+00  4.15400e-01
-1.41860e+00  4.20150e-01
-1.40240e+00  4.30750e-01
-1.42090e+00  4.28550e-01
-1.42130e+00  4.06700e-01
-1.42030e+00  4.29550e-01
-1.40540e+00  4.49450e-01
-1.40540e+00  4.39050e-01
